product_name,product_version,oem_name,severity_level,vulnerability_description,mitigation_strategy,published_date,cve_id,url
NetScaler,Multiple,Citrix,Critical,Citrix NetScaler ADC and NetScaler Gateway contain a memory overflow vulnerability that could allow for remote code execution and/or denial of service.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-08-26,CVE-2025-7775,https://nvd.nist.gov/vuln/detail/CVE-2025-7775
Git,Multiple,Git,Critical,Git contains a link following vulnerability that stems from Git’s inconsistent handling of carriage return characters in configuration files.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-08-25,CVE-2025-48384,https://nvd.nist.gov/vuln/detail/CVE-2025-48384
Session Recording,Multiple,Citrix,Critical,Citrix Session Recording contains an improper privilege management vulnerability that could allow for privilege escalation to NetworkService Account access. An attacker must be an authenticated user in the same Windows Active Directory domain as the session recording server domain.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-08-25,CVE-2024-8068,https://nvd.nist.gov/vuln/detail/CVE-2024-8068
Session Recording,Multiple,Citrix,Critical,Citrix Session Recording contains a deserialization of untrusted data vulnerability that allows limited remote code execution with privilege of a NetworkService Account access. Attacker must be an authenticated user on the same intranet as the session recording server.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-08-25,CVE-2024-8069,https://nvd.nist.gov/vuln/detail/CVE-2024-8069
"iOS, iPadOS, and macOS",Multiple,Apple,Critical,"Apple iOS, iPadOS, and macOS contain an out-of-bounds write vulnerability in the Image I/O framework.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-08-21,CVE-2025-43300,https://nvd.nist.gov/vuln/detail/CVE-2025-43300
Apex One,Multiple,Trend Micro,Critical,Trend Micro Apex One Management Console (on-premise) contains an OS command injection vulnerability that could allow a pre-authenticated remote attacker to upload malicious code and execute commands on affected installations.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-08-18,CVE-2025-54948,https://nvd.nist.gov/vuln/detail/CVE-2025-54948
N-Central,Multiple,N-able,Critical,N-able N-Central contains a command injection vulnerability via improper sanitization of user input.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-08-13,CVE-2025-8876,https://nvd.nist.gov/vuln/detail/CVE-2025-8876
N-Central,Multiple,N-able,Critical,N-able N-Central contains an insecure deserialization vulnerability that could lead to command execution.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-08-13,CVE-2025-8875,https://nvd.nist.gov/vuln/detail/CVE-2025-8875
WinRAR,Multiple,RARLAB,Critical,RARLAB WinRAR contains a path traversal vulnerability affecting the Windows version of WinRAR. This vulnerability could allow an attacker to execute arbitrary code by crafting malicious archive files.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-08-12,CVE-2025-8088,https://nvd.nist.gov/vuln/detail/CVE-2025-8088
Office,Multiple,Microsoft,Critical,"Microsoft Office Excel contains a remote code execution vulnerability that can be exploited when a specially crafted Excel file is opened. This malicious file could be delivered as an email attachment or hosted on a malicious website. An attacker could leverage this vulnerability by creating a specially crafted Excel file, which, when opened, allowing an attacker to execute remote code on the affected system.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-08-12,CVE-2007-0671,https://nvd.nist.gov/vuln/detail/CVE-2007-0671
Internet Explorer,Multiple,Microsoft,Critical,Microsoft Internet Explorer contains a memory corruption vulnerability that allows for remote code execution. The impacted products could be end-of-life (EoL) and/or end-of-service (EoS). Users should discontinue product utilization.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-08-12,CVE-2013-3893,https://nvd.nist.gov/vuln/detail/CVE-2013-3893
DCS-2530L and DCS-2670L Devices,Multiple,D-Link,Critical,D-Link DCS-2530L and DCS-2670L devices contains an unspecified vulnerability that could allow for remote administrator password disclosure. The impacted products could be end-of-life (EoL) and/or end-of-service (EoS). Users should discontinue product utilization.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-08-05,CVE-2020-25078,https://nvd.nist.gov/vuln/detail/CVE-2020-25078
DCS-2530L and DCS-2670L Devices,Multiple,D-Link,Critical,D-Link DCS-2530L and DCS-2670L devices contains a command injection vulnerability in the cgi-bin/ddns_enc.cgi. The impacted products could be end-of-life (EoL) and/or end-of-service (EoS). Users should discontinue product utilization.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-08-05,CVE-2020-25079,https://nvd.nist.gov/vuln/detail/CVE-2020-25079
DNR-322L,Multiple,D-Link,Critical,D-Link DNR-322L contains a download of code without integrity check vulnerability that could allow an authenticated attacker to execute OS level commands on the device. The impacted products could be end-of-life (EoL) and/or end-of-service (EoS). Users should discontinue product utilization.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-08-05,CVE-2022-40799,https://nvd.nist.gov/vuln/detail/CVE-2022-40799
NG/MF,Multiple,PaperCut,Critical,"PaperCut NG/MF contains a cross-site request forgery (CSRF) vulnerability, which, under specific conditions, could potentially enable an attacker to alter security settings or execute arbitrary code. ","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-07-28,CVE-2023-2533,https://nvd.nist.gov/vuln/detail/CVE-2023-2533
Identity Services Engine,Multiple,Cisco,Critical,Cisco Identity Services Engine contains an injection vulnerability in a specific API of Cisco ISE and Cisco ISE-PIC due to insufficient validation of user-supplied input allowing an attacker to exploit this vulnerability by submitting a crafted API request. Successful exploitation could allow an attacker to perform remote code execution and obtaining root privileges on an affected device.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-07-28,CVE-2025-20337,https://nvd.nist.gov/vuln/detail/CVE-2025-20337
Identity Services Engine,Multiple,Cisco,Critical,Cisco Identity Services Engine contains an injection vulnerability in a specific API of Cisco ISE and Cisco ISE-PIC due to insufficient validation of user-supplied input allowing an attacker to exploit this vulnerability by submitting a crafted API request. Successful exploitation could allow an attacker to perform remote code execution and obtaining root privileges on an affected device.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-07-28,CVE-2025-20281,https://nvd.nist.gov/vuln/detail/CVE-2025-20281
SysAid On-Prem,Multiple,SysAid,Critical,"SysAid On-Prem contains an improper restriction of XML external entity reference vulnerability in the Checkin processing functionality, allowing for administrator account takeover and file read primitives.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-07-22,CVE-2025-2775,https://nvd.nist.gov/vuln/detail/CVE-2025-2775
SysAid On-Prem,Multiple,SysAid,Critical,"SysAid On-Prem contains an improper restriction of XML external entity reference vulnerability in the Server URL processing functionality, allowing for administrator account takeover and file read primitives.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-07-22,CVE-2025-2776,https://nvd.nist.gov/vuln/detail/CVE-2025-2776
Chromium,Multiple,Google,Critical,"Google Chromium contains an improper input validation vulnerability in ANGLE and GPU. This vulnerability could allow a remote attacker to potentially perform a sandbox escape via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-07-22,CVE-2025-6558,https://nvd.nist.gov/vuln/detail/CVE-2025-6558
